id,uuid,description
516,24b58061-9654-45e0-9709-71eab2c3d1ac,"Skirt with a pink color, made from linen, and suitable for winter."
517,a72ad7e2-c75f-4196-a710-8b394ea274bd,"Skirt with a gray color, made from wool, and suitable for spring."
518,7e63d35b-3749-4cab-b8ad-c1e7c280694c,"Jacket with a blue color, made from cotton, and suitable for spring."
519,aadaff1e-c6a8-48e9-805a-3d56d8eeb5da,"Skirt with a red color, made from silk, and suitable for fall."
520,45005a78-44b1-4819-853d-7573e134a745,"Jacket with a navy blue color, made from denim, and suitable for spring."
521,1f5c7a10-f2a3-4a68-9482-6b7e44ab5017,"Blouse with a gray color, made from denim, and suitable for winter."
522,7cbc56fa-412d-4353-85c8-cfe97c40ef73,"Blouse with a navy blue color, made from wool, and suitable for spring."
523,3a04fc2d-8486-4d12-b50b-984500ac4590,"Skirt with a gray color, made from denim, and suitable for summer."
524,f7109354-73c4-4ca5-a848-de2727a6983f,"Blouse with a green color, made from silk, and suitable for summer."
525,22329d1c-9614-4ed4-b35f-9daa0f590e55,"Blouse with a black color, made from silk, and suitable for fall."
526,753eebef-6852-4afe-bfea-add5df58d46d,"Blouse with a gray color, made from wool, and suitable for summer."
527,0d5fbe4b-3cdd-4856-89d1-24882600e33f,"Skirt with a black color, made from denim, and suitable for summer."
528,abb64deb-7b95-4fad-899c-73814af98a5a,"Trousers with a gray color, made from nylon, and suitable for summer."
529,96b7926a-5cfd-44f3-8bd3-b52fb3e82c2b,"Skirt with a black color, made from cotton, and suitable for winter."
530,bc79f43f-0b31-4a75-8074-d185a64939eb,"Jacket with a green color, made from leather, and suitable for winter."
531,bdf494f2-7157-4b0c-9a1b-ad31bfdc6f38,"Blouse with a black color, made from wool, and suitable for summer."
532,5b07dfed-3da3-439d-8ea5-3e4ba7ee4fd5,"Blouse with a blue color, made from satin, and suitable for winter."
533,b1ba5875-ee63-43c4-8f2f-c0472cb1e59b,"Trousers with a beige color, made from denim, and suitable for spring."
534,0c833553-f6fd-4083-bf7b-fc49eb4cd781,"Blouse with a pink color, made from silk, and suitable for summer."
535,122cdc24-66e8-418f-abc0-cbf11636f703,"Blouse with a black color, made from silk, and suitable for winter."
536,417cb038-5ec9-4e92-9a64-4427bdcf27c6,"Jacket with a beige color, made from linen, and suitable for winter."
537,db8adec8-2662-49d2-a7cc-8ccdc4ee652a,"Skirt with a black color, made from leather, and suitable for spring."
538,0d18479d-2757-4f81-9430-2f685b6740a9,"Blouse with a black color, made from nylon, and suitable for fall."
539,5a842913-a4fa-445f-9b3d-a9bf035159f1,"Blouse with a navy blue color, made from cotton, and suitable for spring."
540,5194eb90-1907-4498-ade3-4fd2f3c449a5,"Trousers with a green color, made from silk, and suitable for summer."
541,b284870b-d9ae-4abe-951d-a8166994d49d,"Skirt with a black color, made from silk, and suitable for spring."
542,e6f03f5c-1146-4abc-9ee6-e12c721ea7dc,"Skirt with a black color, made from polyester, and suitable for summer."
543,17f2488e-2d08-4e6b-adb1-a2c81ac0f33f,"Trousers with a pink color, made from denim, and suitable for winter."
544,4144f5d8-c034-4348-a691-781f8f0258a2,"Blouse with a beige color, made from denim, and suitable for summer."
545,4cd40533-91ac-4180-9968-48615856d4ea,"Jacket with a white color, made from nylon, and suitable for summer."
546,d1e5e926-c00f-44fd-afd3-96445151d16c,"Skirt with a gray color, made from cotton, and suitable for summer."
547,cbcebf25-2d87-44bf-8ccb-bc9e52a79d2e,"Skirt with a red color, made from wool, and suitable for spring."
548,fc2d726c-c00b-4de2-8694-da7465bac9b5,"Blouse with a black color, made from denim, and suitable for spring."
549,ebf58eef-e2be-4564-904b-392a881eb0f0,"Skirt with a beige color, made from wool, and suitable for fall."
550,37cec486-f80b-4714-89f0-d8a124a5e842,"Jacket with a blue color, made from wool, and suitable for summer."
551,f2cb4e1d-ea22-42ae-8c9e-20430a551768,"Jacket with a black color, made from linen, and suitable for winter."
552,1a116470-f466-4d62-b7b6-7be586f4c6bf,"Trousers with a gray color, made from leather, and suitable for summer."
553,defbdc3d-e556-432c-994e-eaeddcad916c,"Trousers with a blue color, made from leather, and suitable for summer."
554,41cdf5c6-394d-4aca-b458-4bf8babc07b4,"Blouse with a black color, made from linen, and suitable for summer."
555,21c85f48-3026-4a17-9c67-49ce3afcf32e,"Blouse with a black color, made from satin, and suitable for spring."
556,1f1fe2c7-a421-4f18-b258-2d495f785df8,"Skirt with a blue color, made from satin, and suitable for winter."
557,50667be2-15b4-4d74-bc47-25a615a922fe,"Skirt with a pink color, made from satin, and suitable for fall."
558,b78824bd-ddd7-4e5b-9bea-54d69fc72581,"Blouse with a white color, made from leather, and suitable for spring."
559,cb107db6-f72f-4b85-b25e-5f967bac9fbb,"Skirt with a beige color, made from polyester, and suitable for summer."
560,44806f19-688a-409c-b602-7ca160b85eff,"Trousers with a gray color, made from linen, and suitable for spring."
561,3d699f9d-0249-4c5e-9a61-f0f1d282033b,"Skirt with a navy blue color, made from nylon, and suitable for spring."
562,772303de-7012-4198-899a-42b8b877a7cb,"Trousers with a navy blue color, made from wool, and suitable for spring."
563,a5aaedc4-b94d-45f3-85a9-3be8f0e3d444,"Skirt with a gray color, made from polyester, and suitable for spring."
564,58fa68a0-05b4-4b5b-8010-edd780ffab3d,"Skirt with a white color, made from cotton, and suitable for summer."
565,be9008ac-8ff0-46ca-85d6-eb8d1e406f9c,"Blouse with a beige color, made from polyester, and suitable for fall."
566,3b881e3e-4d61-4452-b0ca-c28d080ec3dd,"Jacket with a pink color, made from satin, and suitable for spring."
567,4295e818-8e63-42f6-b976-23e306a7828d,"Blouse with a pink color, made from leather, and suitable for winter."
568,02b93243-1466-46a4-a57f-82080b5840f4,"Trousers with a black color, made from satin, and suitable for spring."
569,230db44b-6368-426d-9246-420d4f81fa89,"Trousers with a blue color, made from leather, and suitable for spring."
570,bf974902-960b-4968-9f8a-6aebfef1bbf6,"Blouse with a blue color, made from leather, and suitable for fall."
571,e2bbac7c-4964-440e-89f5-2f3570c96b61,"Trousers with a green color, made from nylon, and suitable for fall."
572,855df4f2-567d-4080-a141-3612191c414e,"Skirt with a black color, made from nylon, and suitable for winter."
573,ab0db75f-fa54-4529-aaf9-50ffc5fac330,"Trousers with a navy blue color, made from leather, and suitable for summer."
574,5eed7956-463a-4833-a179-ad9cae681117,"Jacket with a gray color, made from linen, and suitable for spring."
575,e580e2e7-f84c-4108-982f-f7cd8c41571c,"Blouse with a blue color, made from leather, and suitable for summer."
576,b5a1d27d-6a62-4b46-bcdc-40ab3d94ebfa,"Skirt with a pink color, made from leather, and suitable for fall."
577,287221d4-bceb-418c-b833-32d4310579fb,"Jacket with a pink color, made from denim, and suitable for summer."
578,3460675c-0d9b-4766-b0fe-69a1c31bedc3,"Trousers with a white color, made from cotton, and suitable for fall."
579,3b424339-62c8-4f31-ae73-89d8c108cf3b,"Jacket with a red color, made from polyester, and suitable for spring."
580,b2773bc3-06e1-48bd-8f59-127debcc1545,"Jacket with a red color, made from linen, and suitable for spring."
581,589b258e-d498-4938-b88d-902856a33b38,"Trousers with a black color, made from denim, and suitable for winter."
582,8d2e7c71-e233-4e32-a10f-fe30584fa7b5,"Blouse with a gray color, made from satin, and suitable for fall."
583,03b7b401-8de8-4a9c-bd77-5e689f2aa161,"Blouse with a pink color, made from linen, and suitable for spring."
584,e322cb1c-7c5f-41c8-a03c-8430078b6f8a,"Skirt with a gray color, made from silk, and suitable for spring."
585,b1bec8ae-940b-4856-883a-7308108d871f,"Skirt with a gray color, made from cotton, and suitable for summer."
586,d63e8a5d-e940-487a-af5d-b6550673f899,"Trousers with a white color, made from linen, and suitable for spring."
587,4351a7ee-1196-4764-933c-72ee214ceeda,"Jacket with a pink color, made from cotton, and suitable for winter."
588,4d0bde7f-b972-4ca1-a3fe-62e1883daa84,"Skirt with a black color, made from wool, and suitable for fall."
589,f43a1481-e9dd-4491-99dc-d95acad694c4,"Blouse with a red color, made from linen, and suitable for winter."
590,92ed2a19-0230-466a-ad6a-3df0fdff2be0,"Trousers with a blue color, made from denim, and suitable for summer."
591,4250ef96-104e-4359-b120-00132bbdefb0,"Skirt with a black color, made from polyester, and suitable for spring."
592,46c16182-4d50-4b6e-8336-4bcbc7f19abd,"Jacket with a beige color, made from polyester, and suitable for summer."
593,60edce21-1343-49eb-9e96-cc20ece18427,"Trousers with a pink color, made from silk, and suitable for spring."
594,971f9c89-09b1-431c-b1e9-d1e80ddb91d6,"Blouse with a gray color, made from leather, and suitable for winter."
595,156c0061-4e8e-4e6c-8634-2022ac58e75e,"Blouse with a white color, made from wool, and suitable for summer."
596,911b3549-d3c5-4983-b860-21a08f51a543,"Trousers with a red color, made from satin, and suitable for summer."
597,601987a5-c462-4d3e-956a-e825fa38ece9,"Blouse with a navy blue color, made from silk, and suitable for spring."
598,d563a101-1b96-4bdb-9bdf-3b1fbd208c10,"Skirt with a blue color, made from silk, and suitable for winter."
599,bddccc02-2ed8-4b90-8c1b-3e23845acb9b,"Jacket with a black color, made from denim, and suitable for fall."
600,ca87e824-13e2-40dd-a6cf-d8ee45993c5d,"Blouse with a black color, made from polyester, and suitable for summer."
601,fadf890e-f68a-4504-aa66-c98a146295eb,"Skirt with a black color, made from silk, and suitable for fall."
602,a2199cf5-8dae-419b-829b-192843f97f08,"Jacket with a gray color, made from silk, and suitable for winter."
603,e75c8ab2-7433-41cb-a59e-8b2b51917c96,"Blouse with a navy blue color, made from silk, and suitable for winter."
604,86ebbd3c-18a9-4ea5-8b3a-4cc0f1579db2,"Skirt with a blue color, made from denim, and suitable for fall."
605,e70a9906-f8b0-4e09-9333-617b325f81e2,"Jacket with a gray color, made from polyester, and suitable for winter."
606,b5558f90-da4a-42b0-93cf-9fe754377c66,"Trousers with a navy blue color, made from nylon, and suitable for summer."
607,137ef576-1fb0-478a-adcf-6e88fdb19201,"Skirt with a black color, made from nylon, and suitable for spring."
608,85117ee7-76ab-4f6c-af1d-bc47208364b4,"Skirt with a black color, made from nylon, and suitable for winter."
609,69ed78bc-7f92-42a2-af33-ceaf51c597cb,"Trousers with a red color, made from cotton, and suitable for fall."
610,2646bf3c-2cf3-44c0-9efe-a6bc19faa494,"Blouse with a pink color, made from denim, and suitable for fall."
611,28196b09-f0cc-48b1-bbb8-dd72f1f7757b,"Jacket with a green color, made from linen, and suitable for winter."
612,85a112fc-30e9-42bc-9af1-0821dcbbeaaf,"Jacket with a red color, made from polyester, and suitable for fall."
613,aa007da7-9535-45bf-a98e-7210492828df,"Jacket with a black color, made from silk, and suitable for summer."
614,25e18b34-a3dd-4263-b669-159a4a8f87bf,"Jacket with a black color, made from nylon, and suitable for fall."
615,1445ca03-dc1a-463d-bff3-7e3f04713c6a,"Blouse with a green color, made from linen, and suitable for spring."
616,b90eff5e-ebee-429a-a3ef-b87948ba3e99,"Trousers with a pink color, made from wool, and suitable for summer."
617,55874a08-e931-4d60-a5b3-5fd170c452a4,"Trousers with a pink color, made from polyester, and suitable for spring."
618,5d69617a-1ab2-497e-8282-4bc0e27b6d9b,"Blouse with a black color, made from silk, and suitable for spring."
619,90e1eed7-ecf8-48d1-81fa-a56949e6b054,"Skirt with a navy blue color, made from wool, and suitable for fall."
620,6e8a5694-d0b1-4789-9a6c-6b120b0438df,"Trousers with a pink color, made from leather, and suitable for summer."
621,dcc5f9d7-7bbe-4b03-96ea-5ada4020f713,"Blouse with a black color, made from polyester, and suitable for fall."
622,97b737a5-ce0b-4fc7-a367-d5ebe60c34f4,"Blouse with a pink color, made from denim, and suitable for winter."
623,da2999b6-ab36-4185-bc4b-ecb6f08edc38,"Blouse with a gray color, made from linen, and suitable for spring."
624,4adab0e6-fd87-40eb-a872-03544c6bd636,"Jacket with a blue color, made from satin, and suitable for summer."
625,65e3933f-9e30-4f5d-b22a-a79cddc3faf9,"Blouse with a red color, made from cotton, and suitable for winter."
626,5a061194-18df-4d57-9f53-8d7424cb6736,"Jacket with a white color, made from wool, and suitable for fall."
627,7d7a4d1d-ca81-4745-84e4-78bf1af65da1,"Trousers with a red color, made from cotton, and suitable for summer."
628,617908b3-6a10-46d8-abe9-b3a87c8f623c,"Blouse with a gray color, made from nylon, and suitable for fall."
629,af524ab9-6e6b-4e30-a765-7a306dc69bdf,"Jacket with a white color, made from cotton, and suitable for winter."
630,485515b3-1de0-42d9-a4fa-5173c7f64fdb,"Blouse with a pink color, made from cotton, and suitable for fall."
631,c0849267-6dcd-46af-addf-7cca8620bc44,"Trousers with a red color, made from satin, and suitable for summer."
632,31a7ac09-ed01-4aa7-bac7-21e12c0e8057,"Trousers with a gray color, made from cotton, and suitable for fall."
633,6ef375f8-33a6-4993-9b5a-448947e1e42a,"Blouse with a white color, made from wool, and suitable for spring."
634,d6b5f2b7-1817-43ff-90a1-cb8fbf51cf5d,"Trousers with a pink color, made from leather, and suitable for fall."
635,4872aadf-6b9b-40e7-b12f-13226ae69841,"Trousers with a white color, made from cotton, and suitable for fall."
636,2a6740dc-c8e2-46c5-ac3a-695e6ab654ef,"Blouse with a green color, made from leather, and suitable for spring."
637,c2f46b33-02ac-4a1c-bcf8-5c782ae70a43,"Blouse with a black color, made from denim, and suitable for winter."
638,c80d00fa-7079-4e34-8adb-ab5836c40970,"Blouse with a black color, made from leather, and suitable for winter."
639,8ebb915b-9fed-46a6-b962-291ba61db309,"Skirt with a white color, made from leather, and suitable for summer."
640,d7ebaceb-bb82-4ddf-97de-29e1f10d3590,"Skirt with a red color, made from denim, and suitable for fall."
641,a1077654-c434-4dff-b6e2-5e63bee57154,"Trousers with a gray color, made from cotton, and suitable for spring."
642,f34e1e6a-5860-47dd-b3e3-11474b2677f7,"Skirt with a navy blue color, made from nylon, and suitable for summer."
643,18697d16-f33f-494e-84ce-5af210ec27ad,"Skirt with a beige color, made from denim, and suitable for winter."
644,ebfe8dc8-c4bf-4328-82f8-c382f7c169a1,"Trousers with a red color, made from silk, and suitable for winter."
645,d0240444-97c7-4c2e-acce-3091f4ebd04e,"Jacket with a white color, made from denim, and suitable for spring."
646,ef202ee0-bfea-455a-a0dd-03017b3eaeb3,"Jacket with a red color, made from silk, and suitable for spring."
647,b13017cb-0ac5-4085-b9c7-5cb5ee224d72,"Jacket with a pink color, made from nylon, and suitable for summer."
648,39857b50-5cc7-4dc9-add0-2833ea806607,"Trousers with a black color, made from wool, and suitable for spring."
649,8d4f3d11-6217-4dad-b900-74511b36b442,"Jacket with a pink color, made from linen, and suitable for winter."
650,1a1bba86-6e25-4131-a3b5-52f588678aa8,"Jacket with a white color, made from linen, and suitable for summer."
651,dbce09de-0906-41ec-8a84-7ebf3a5fa1c2,"Skirt with a black color, made from polyester, and suitable for winter."
652,7dc99ce1-2e3a-40c0-9c3c-538e58d90ece,"Jacket with a pink color, made from denim, and suitable for spring."
653,87f00fd9-f249-4cdb-9d8a-6963be5e498a,"Blouse with a black color, made from linen, and suitable for summer."
654,f4261f58-c4cb-43e2-bbb7-e53cdf7da77e,"Skirt with a pink color, made from cotton, and suitable for spring."
655,70e14b1f-a598-4099-b8ee-93fd496e32c8,"Jacket with a white color, made from silk, and suitable for summer."
656,c7d2ec2e-72c7-4d42-823a-054162141a70,"Trousers with a white color, made from nylon, and suitable for summer."
657,77008e89-1674-45b0-be79-344ef6b658a3,"Jacket with a green color, made from satin, and suitable for spring."
658,b248f654-49e0-477a-ab43-2e0524624594,"Trousers with a beige color, made from denim, and suitable for spring."
659,bcb1f620-3225-4fdc-b568-2cf1a481f7c9,"Skirt with a beige color, made from silk, and suitable for summer."
660,3476f19b-11ed-4d01-b97b-985f5aa900c5,"Jacket with a gray color, made from nylon, and suitable for summer."
661,83652434-be3c-4cbd-8da8-2233755a240c,"Trousers with a beige color, made from cotton, and suitable for spring."
662,f9feff91-d379-4cb4-8dda-b96fed75f006,"Trousers with a blue color, made from leather, and suitable for fall."
663,753645d1-f315-4bb5-911b-0c017e45e20b,"Jacket with a beige color, made from nylon, and suitable for fall."
664,2eb1362c-f280-4acd-9b9f-7c0e2f1a8daf,"Skirt with a navy blue color, made from wool, and suitable for summer."
665,fc3d7e00-8eec-49c3-82ee-c06fdffbcb2c,"Blouse with a gray color, made from cotton, and suitable for summer."
666,e0a6757a-2e9d-4bd8-8cf3-d9aafbbfdda8,"Jacket with a pink color, made from denim, and suitable for winter."
667,07a1e6ed-6bb6-4cef-8493-5b1f5a1838a2,"Skirt with a pink color, made from silk, and suitable for winter."
668,b4dd6e9a-7724-40c1-9074-81fc42faece6,"Trousers with a beige color, made from polyester, and suitable for spring."
669,3b7e1f2b-8741-4f31-bf63-1b8cc6dc0529,"Blouse with a green color, made from wool, and suitable for fall."
670,3c750692-d428-488f-98d8-5479b658c8c8,"Blouse with a white color, made from wool, and suitable for winter."
671,0c350146-ff82-4467-ae45-369a21f5be0d,"Skirt with a navy blue color, made from leather, and suitable for fall."
672,8f6bad99-24d2-4a76-8dd8-7e6b836bedf6,"Jacket with a blue color, made from denim, and suitable for spring."
673,c6579473-301a-4bb3-844f-884dbd2bbbf3,"Jacket with a blue color, made from silk, and suitable for fall."
674,ce217256-8561-4584-a7b0-a39370c583ec,"Skirt with a blue color, made from polyester, and suitable for fall."
675,8844e588-9d0c-4d25-8b81-6017bc8cd8ac,"Blouse with a navy blue color, made from linen, and suitable for winter."
676,be4ec407-a280-483b-8bd0-9b4224541bfd,"Trousers with a black color, made from leather, and suitable for spring."
677,dec690ec-a8b6-4765-b65d-0f53ae6d5975,"Blouse with a white color, made from linen, and suitable for summer."
678,fb81dc9a-c8ec-4eb0-8e4c-d1ccf9b3ff4f,"Blouse with a black color, made from cotton, and suitable for winter."
679,7f890145-ed18-4b2d-b689-35d9994aa16f,"Trousers with a white color, made from leather, and suitable for fall."
680,dd8b7e2a-3d4e-4ae6-82bc-b2ca3cc79de8,"Trousers with a beige color, made from silk, and suitable for winter."
681,bdb5c176-3e17-4a1f-9c39-4cddf9267dbb,"Blouse with a black color, made from leather, and suitable for winter."
682,457ac60a-7d58-4c86-bbf5-c20986ba35c2,"Skirt with a green color, made from leather, and suitable for summer."
683,1125e582-b665-4a4a-9d89-8f1c3ef1d971,"Jacket with a white color, made from polyester, and suitable for fall."
684,75eeabc2-4783-4a4c-91bd-9f235933257c,"Jacket with a navy blue color, made from cotton, and suitable for spring."
685,ac037b82-dd4f-42ec-bc7b-24f200184ec5,"Jacket with a white color, made from denim, and suitable for fall."
686,473e243f-3e16-4937-9846-56985670da2c,"Skirt with a green color, made from cotton, and suitable for summer."
687,c968d524-e400-4029-afed-5e725652aa1a,"Trousers with a pink color, made from nylon, and suitable for summer."
688,18ceea83-319e-418c-94c3-ddc4cecf28c3,"Jacket with a white color, made from wool, and suitable for spring."
689,c5644566-e5f4-4a28-ac4c-32d40d78642e,"Blouse with a green color, made from polyester, and suitable for winter."
690,fc31184b-9179-4e5e-90bd-81d6c5f57e77,"Blouse with a pink color, made from cotton, and suitable for fall."
691,e11795d0-a96b-4d92-8b91-501b3ece4da1,"Blouse with a navy blue color, made from denim, and suitable for summer."
692,14450a8a-c6e5-4145-8d19-4c4bb6b78351,"Skirt with a gray color, made from cotton, and suitable for winter."
693,0aad879d-c6dd-4d94-84cc-4c7c9ed8016b,"Skirt with a pink color, made from linen, and suitable for fall."
694,b19815aa-be39-4639-976e-efd8cf708ede,"Blouse with a black color, made from cotton, and suitable for summer."
695,f30547a3-5a16-4cb7-9111-af9eb923e3d2,"Trousers with a pink color, made from polyester, and suitable for fall."
696,61fa42c8-46ae-4c54-8f95-794fa83c0a2a,"Jacket with a beige color, made from wool, and suitable for fall."
697,f2818f1a-a5cb-487e-aa74-707d89b4a2d6,"Skirt with a green color, made from denim, and suitable for spring."
698,56f25e64-801b-449d-9bca-ad7075d1d220,"Trousers with a navy blue color, made from polyester, and suitable for summer."
699,3c72ac5b-3fb6-433c-a1f0-0fbb735cd6d4,"Skirt with a blue color, made from nylon, and suitable for fall."
700,02c8a05e-f62f-42f1-af90-9995d2db209b,"Skirt with a gray color, made from cotton, and suitable for winter."
701,5f7027b8-a224-4822-9a2b-01fd242ce5fa,"Jacket with a black color, made from denim, and suitable for fall."
702,a6431ceb-5da6-42b5-9f5d-e8421239aa7f,"Skirt with a pink color, made from cotton, and suitable for winter."
703,c34ae327-b7af-4a12-89d9-2eabbfc21b30,"Skirt with a pink color, made from denim, and suitable for summer."
704,cf6c29ea-d37c-4842-9eca-d7d025c5dffc,"Blouse with a green color, made from satin, and suitable for fall."
705,bdef871f-879a-4f51-a385-4cd17ccbb972,"Trousers with a white color, made from leather, and suitable for winter."
706,9685942c-db83-41c9-b77b-279832717ddb,"Skirt with a beige color, made from wool, and suitable for fall."
707,760fc4e5-4277-46db-8b0c-c07622380579,"Trousers with a red color, made from silk, and suitable for summer."
708,de97b4f0-0dca-4418-abd7-a26df96343d6,"Blouse with a white color, made from denim, and suitable for summer."
709,6fa47934-892c-4883-a973-75e05618d164,"Trousers with a navy blue color, made from denim, and suitable for summer."
710,dcccf184-bbae-44e6-8b01-8806cc4692e4,"Jacket with a green color, made from silk, and suitable for fall."
711,51e73dad-202b-4039-a618-afd50981283b,"Jacket with a black color, made from leather, and suitable for spring."
712,cf41d933-c361-4621-a0ea-ffc97c3a0142,"Trousers with a beige color, made from polyester, and suitable for summer."
713,85448e19-088e-44b8-9159-2c518c252e16,"Jacket with a green color, made from leather, and suitable for summer."
714,a61fe6fc-6c0b-4e71-bf89-e465b0b9f86e,"Jacket with a red color, made from leather, and suitable for winter."
715,d1ff1db5-3eba-4c28-a0db-999edc6c9602,"Blouse with a gray color, made from cotton, and suitable for spring."
716,91e90b4a-a7fc-469e-896e-0103b68713ae,"Skirt with a black color, made from denim, and suitable for fall."
717,0f2f8910-7920-4afc-a26d-3c694f3f1a79,"Jacket with a gray color, made from leather, and suitable for summer."
718,decd07b9-09f6-4dfe-a58e-846d00b5fef9,"Blouse with a white color, made from satin, and suitable for winter."
719,53ca4d5c-b46d-43bf-9d27-2eded475b741,"Blouse with a green color, made from wool, and suitable for winter."
720,fdb43246-3337-4189-a358-71282100e431,"Skirt with a black color, made from leather, and suitable for winter."
721,3fa24a96-4fe7-4476-82d1-dd4fe85dd96b,"Skirt with a green color, made from wool, and suitable for spring."
722,8c97210a-5bb4-4184-8278-262a874fb66b,"Jacket with a green color, made from polyester, and suitable for winter."
723,fd576122-aa5d-4400-8374-d061c4802b56,"Blouse with a pink color, made from leather, and suitable for winter."
724,4641f77e-7696-47df-95c4-05d26750ca05,"Jacket with a blue color, made from wool, and suitable for fall."
725,0950b776-3237-4d30-99af-969dd2cd6305,"Jacket with a black color, made from silk, and suitable for fall."
726,c1c39a84-f7b0-43d0-99ab-a5a7bc70e605,"Trousers with a green color, made from denim, and suitable for winter."
727,0141d12d-9a6c-4554-8042-a0116dc26f6f,"Skirt with a navy blue color, made from satin, and suitable for spring."
728,090fdeb8-35a0-40ae-b5ae-1926cd5a0831,"Jacket with a red color, made from leather, and suitable for summer."
729,78219e42-0089-4be5-b576-c99eda4e7dc8,"Blouse with a pink color, made from wool, and suitable for fall."
730,a8350586-1f9a-45a6-8c8c-bbcee7f37cf4,"Jacket with a pink color, made from satin, and suitable for summer."
731,5bdd8baf-d478-4d00-85cf-ab8c63d7962f,"Jacket with a pink color, made from leather, and suitable for spring."
732,091b090e-3485-4722-a28f-54e8f7783789,"Blouse with a black color, made from wool, and suitable for spring."
733,081be39f-a781-48a4-963f-2e749548ce75,"Skirt with a gray color, made from nylon, and suitable for summer."
734,e37d3f1f-4f9a-4bb4-8c8c-6994ddc28aa1,"Skirt with a navy blue color, made from satin, and suitable for winter."
735,82f1b835-ac75-4bca-84e4-2f7e4200b872,"Blouse with a red color, made from leather, and suitable for spring."
736,5dd907bb-f532-4070-87e1-1609d01919ad,"Jacket with a gray color, made from satin, and suitable for spring."
737,4d1175e9-4102-4cfa-93be-6c67446132cb,"Skirt with a navy blue color, made from cotton, and suitable for fall."
738,90722815-eb15-43f9-9766-005e52562812,"Jacket with a beige color, made from cotton, and suitable for winter."
739,4878747c-1c28-4f8e-837d-3780e8fcfdee,"Trousers with a blue color, made from linen, and suitable for summer."
740,86f19d40-869f-4523-baa3-864d0457079c,"Blouse with a white color, made from linen, and suitable for summer."
741,6b2c3ded-4659-4369-86c8-ebf3a37fabaf,"Trousers with a green color, made from denim, and suitable for spring."
742,d295325d-4c5b-4285-bcb1-23909936d165,"Trousers with a green color, made from wool, and suitable for spring."
743,8aa06bad-a2cd-4f26-98e5-2cf84a1b3272,"Skirt with a beige color, made from silk, and suitable for spring."
744,393d2e7f-f2a7-4dee-a249-e64f897e15fc,"Skirt with a red color, made from satin, and suitable for spring."
745,baad5cb7-11f3-42f9-92fa-e4c11ef8dd9d,"Skirt with a pink color, made from polyester, and suitable for spring."
746,0257451e-2ea9-4d4f-a199-b433914a4ba7,"Skirt with a navy blue color, made from leather, and suitable for spring."
747,ed22ea04-24db-4484-9010-2fcaaeaf0b9a,"Blouse with a blue color, made from cotton, and suitable for fall."
748,df691bcc-7a26-44e6-99eb-446b8edc2edc,"Jacket with a red color, made from cotton, and suitable for summer."
749,5f7fef22-88e8-4456-aff5-47c41b7c4fe9,"Jacket with a green color, made from cotton, and suitable for fall."
750,269f9f1c-6524-4359-ac6b-30a1d00cb7f0,"Trousers with a black color, made from leather, and suitable for summer."
751,c1daa81e-d058-44d9-a040-f9f6791730b7,"Trousers with a white color, made from satin, and suitable for fall."
752,642c9df6-1c51-4401-9442-49c854fc5e10,"Jacket with a white color, made from silk, and suitable for winter."
753,e41b28b0-53a0-42e2-9434-516163fe0e31,"Blouse with a navy blue color, made from leather, and suitable for spring."
754,3d5f356b-1022-445d-b948-9a957b700cbf,"Skirt with a black color, made from denim, and suitable for summer."
755,57042b80-337e-4c79-a672-5d091e7b0b62,"Jacket with a pink color, made from denim, and suitable for summer."
756,36c5646d-b1e7-4d1e-8f1c-7d5f27caa5f2,"Skirt with a beige color, made from silk, and suitable for winter."
757,ca4717f6-9607-441b-a701-403cb8b34360,"Trousers with a pink color, made from linen, and suitable for winter."
758,c22b6a2c-7818-41ad-8fef-a25a59df00f5,"Trousers with a beige color, made from cotton, and suitable for winter."
759,0fcc989a-4230-41d2-ae3d-7c13bd42e975,"Trousers with a red color, made from linen, and suitable for fall."
760,d40df2cc-127b-4288-b7da-6c9bff7e2318,"Blouse with a blue color, made from leather, and suitable for summer."
761,9d6d8294-8adb-4e26-8b5f-2de73002a0f2,"Jacket with a black color, made from wool, and suitable for fall."
762,cb1d180f-8b2a-444f-994e-e3dae1eed0f7,"Skirt with a blue color, made from silk, and suitable for winter."
763,f225ba4f-a730-4a9c-8ba3-46144b1dadfb,"Jacket with a black color, made from leather, and suitable for fall."
764,47c37531-b22c-423e-bb04-340bd54c8796,"Skirt with a red color, made from linen, and suitable for summer."
765,5c7f527a-3b15-43c6-8cbd-ede22fe15ea6,"Trousers with a gray color, made from silk, and suitable for fall."
766,e2d7e0b8-2e87-4054-ba1c-61ff149e4163,"Jacket with a navy blue color, made from cotton, and suitable for fall."
767,478506f8-1b07-4b22-a132-de53656cd6e8,"Skirt with a pink color, made from satin, and suitable for summer."
768,4bf4757f-c3ec-48bc-a0f6-82577e1c9e66,"Blouse with a pink color, made from nylon, and suitable for spring."
769,4c8af1dd-1d86-415b-aa8a-71b120a8f072,"Blouse with a beige color, made from cotton, and suitable for summer."
770,39a06f81-eeda-4f70-b2a2-acddfc012c8a,"Skirt with a navy blue color, made from polyester, and suitable for winter."
771,9796c31a-7f8a-4b5a-adb1-e9ed2d7569ff,"Jacket with a red color, made from leather, and suitable for spring."
772,6b18a175-0797-4325-8bc6-82c4da27ea62,"Jacket with a beige color, made from satin, and suitable for summer."
773,057fcde9-9e52-4800-9a86-20f2050f8e4b,"Skirt with a white color, made from leather, and suitable for winter."
